Price,Adj Close,Close,High,Low,Open,Volume,Ticker,Returns,Log_Returns
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F,,,
Date,,,,,,,,,
2022-01-03,76.08000183105469,76.08000183105469,76.45999908447266,74.2699966430664,75.69000244140625,317628,CL=F,,
2022-01-04,76.98999786376953,76.98999786376953,77.63999938964844,75.69999694824219,76.0199966430664,372848,CL=F,0.011961041151597351,0.011890073238476307
2022-01-05,77.8499984741211,77.8499984741211,78.58000183105469,76.51000213623047,77.18000030517578,397898,CL=F,0.011170290092400004,0.011108363136662809
2022-01-06,79.45999908447266,79.45999908447266,80.23999786376953,76.7300033569336,77.23999786376953,476665,CL=F,0.020680804648785633,0.02046986018482409
2022-01-07,78.9000015258789,78.9000015258789,80.47000122070312,78.5199966430664,79.62000274658203,414434,CL=F,-0.007047540461187607,-0.007072491673356959
2022-01-10,78.2300033569336,78.2300033569336,79.44999694824219,77.83000183105469,78.87999725341797,389956,CL=F,-0.008491738352191969,-0.008527998583165617
2022-01-11,81.22000122070312,81.22000122070312,81.58999633789062,78.36000061035156,78.41999816894531,481815,CL=F,0.038220602524166036,0.037508288679673644
2022-01-12,82.63999938964844,82.63999938964844,83.0999984741211,81.16999816894531,81.37999725341797,420619,CL=F,0.017483355671057854,0.01733228013797603
2022-01-13,82.12000274658203,82.12000274658203,82.94000244140625,81.38999938964844,82.81999969482422,364769,CL=F,-0.006292311797034489,-0.006312191829025816
2022-01-14,83.81999969482422,83.81999969482422,84.44999694824219,81.58000183105469,81.7300033569336,364442,CL=F,0.02070137471242295,0.02049001325938894
2022-01-18,85.43000030517578,85.43000030517578,86.62999725341797,83.5,84.31999969482422,163643,CL=F,0.01920783364606682,0.01902569187968059
2022-01-19,86.95999908447266,86.95999908447266,87.91000366210938,85.7699966430664,86.61000061035156,113153,CL=F,0.017909385155464808,0.017750901549051262
2022-01-20,86.9000015258789,86.9000015258789,87.81999969482422,86.0,86.2300033569336,532202,CL=F,-0.0006899443333189259,-0.0006901824544436454
2022-01-21,85.13999938964844,85.13999938964844,85.55999755859375,82.77999877929688,84.56999969482422,509103,CL=F,-0.02025318878396498,-0.020461096599159925
2022-01-24,83.30999755859375,83.30999755859375,86.08999633789062,81.9000015258789,84.91000366210938,511695,CL=F,-0.0214940315265868,-0.021728392549470024
2022-01-25,85.5999984741211,85.5999984741211,85.70999908447266,82.98999786376953,84.1500015258789,507219,CL=F,0.027487708349970053,0.027116704640271064
2022-01-26,87.3499984741211,87.3499984741211,87.94999694824219,85.01000213623047,85.26000213623047,459642,CL=F,0.020443925598071955,0.020237753789495192
2022-01-27,86.61000061035156,86.61000061035156,88.54000091552734,86.19999694824219,87.1500015258789,427804,CL=F,-0.00847164140465062,-0.008507729721424101
2022-01-28,86.81999969482422,86.81999969482422,88.83999633789062,86.44000244140625,87.5,436172,CL=F,0.0024246516914070426,0.0024217169663282062
2022-01-31,88.1500015258789,88.1500015258789,88.38999938964844,86.33999633789062,87.44999694824219,359080,CL=F,0.015319072054016392,0.015202919797499057
2022-02-01,88.19999694824219,88.19999694824219,88.87000274658203,86.55000305175781,88.1500015258789,376841,CL=F,0.0005671630345758238,0.0005670022584099223
2022-02-02,88.26000213623047,88.26000213623047,89.72000122070312,87.0999984741211,88.3499984741211,456863,CL=F,0.0006803309531120405,0.0006800996329194048
2022-02-03,90.2699966430664,90.2699966430664,90.44999694824219,86.75,87.9800033569336,465771,CL=F,0.022773560595811926,0.022518114077128004
2022-02-04,92.30999755859375,92.30999755859375,93.16999816894531,90.06999969482422,90.19000244140625,410926,CL=F,0.02259888103899721,0.0223473094317894
2022-02-07,91.31999969482422,91.31999969482422,92.7300033569336,90.7300033569336,91.81999969482422,497754,CL=F,-0.010724709023430812,-0.010782633234386996
2022-02-08,89.36000061035156,89.36000061035156,91.68000030517578,88.51000213623047,91.63999938964844,467386,CL=F,-0.021462977343655654,-0.02169665672856624
2022-02-09,89.66000366210938,89.66000366210938,90.58000183105469,88.41000366210938,89.86000061035156,445618,CL=F,0.0033572409322819574,0.003351617980497887
2022-02-10,89.87999725341797,89.87999725341797,91.73999786376953,89.02999877929688,90.01000213623047,492091,CL=F,0.002453642452856286,0.0024506371871076305
2022-02-11,93.0999984741211,93.0999984741211,94.66000366210938,89.19000244140625,90.0,554423,CL=F,0.035825559847585176,0.035198751134539005
2022-02-14,95.45999908447266,95.45999908447266,95.81999969482422,92.08999633789062,93.91000366210938,467071,CL=F,0.025349093974556425,0.025033134093715086
2022-02-15,92.06999969482422,92.06999969482422,95.16999816894531,90.66000366210938,94.83000183105469,442641,CL=F,-0.035512250389282185,-0.03615814800191128
2022-02-16,93.66000366210938,93.66000366210938,95.01000213623047,90.0,92.20999908447266,401453,CL=F,0.017269512029492784,0.01712208887028263
2022-02-17,91.76000213623047,91.76000213623047,93.36000061035156,90.62000274658203,90.9000015258789,212552,CL=F,-0.020286156860866766,-0.020494746753687516
2022-02-18,91.06999969482422,91.06999969482422,92.66000366210938,89.02999877929688,91.62999725341797,150382,CL=F,-0.0075196428219546085,-0.007548057873018512
2022-02-22,92.3499984741211,92.3499984741211,96.0,90.3499984741211,91.75,789041,CL=F,0.014055109076382521,0.013957251893742095
2022-02-23,92.0999984741211,92.0999984741211,93.9000015258789,90.63999938964844,91.73999786376953,440574,CL=F,-0.0027070926272950713,-0.002710763428837968
2022-02-24,92.80999755859375,92.80999755859375,100.54000091552734,91.44999694824219,92.5199966430664,872244,CL=F,0.007709002130680265,0.00767943960824961
2022-02-25,91.58999633789062,91.58999633789062,95.63999938964844,90.05999755859375,93.31999969482422,523793,CL=F,-0.01314514872099748,-0.013232310870708412
2022-02-28,95.72000122070312,95.72000122070312,99.0999984741211,94.43000030517578,94.98999786376953,490796,CL=F,0.045092314094830055,0.044105220361855504
2022-03-01,103.41000366210938,103.41000366210938,106.77999877929688,95.31999969482422,96.08999633789062,698814,CL=F,0.08033851173565365,0.07727442881735072
2022-03-02,110.5999984741211,110.5999984741211,112.51000213623047,105.18000030517578,107.12000274658203,651853,CL=F,0.06952900645381388,0.06721837068148417
2022-03-03,107.66999816894531,107.66999816894531,116.56999969482422,106.43000030517578,111.33000183105469,592031,CL=F,-0.02649186569257833,-0.026849098470408818
2022-03-04,115.68000030517578,115.68000030517578,116.0199966430664,107.25,107.95999908447266,493875,CL=F,0.07439400271616936,0.0717567842271057
2022-03-07,119.4000015258789,119.4000015258789,130.5,115.54000091552734,121.33000183105469,576022,CL=F,0.0321576868161253,0.03165145268949915
2022-03-08,123.69999694824219,123.69999694824219,129.44000244140625,117.06999969482422,120.66999816894531,583106,CL=F,0.03601336153610757,0.03538004098974776
2022-03-09,108.69999694824219,108.69999694824219,126.83999633789062,103.62999725341797,124.66000366210938,594773,CL=F,-0.12126111859385258,-0.12926748867569027
